"id","title","genre","years","duration","rating","people_rating","critic_rating","votes"
334,"Harry Potter and the Prisoner of Azkaban","Adventure","2004","142","PG","7.9","82","675,314"
335,"Monster","Drama","2023","126","PG-13","8.1","82","3,845"
336,"Scarface","Crime","1983","170","18","8.3","65","895,897"
337,"The Banshees of Inisherin","Comedy","2022","114","15","7.7","87","235,056"
338,"The Nun II","Horror","2023","110","15","5.6","47","50,288"
339,"Evil Dead Rise","Horror","2023","96","18","6.5","69","126,145"
340,"The Santa Clause 3: The Escape Clause","Adventure","2006","97","U","4.8","32","41,546"
341,"The Equalizer","Action","2014","132","18","7.2","57","407,247"
342,"A Man Called Otto","Comedy","2022","126","15","7.5","51","143,339"
343,"Jurassic Park","Action","1993","127","PG","8.2","68","1,045,164"
344,"The Beekeeper","Action","2024","105","R",NULL,NULL,"N/A"
345,"Four Weddings and a Funeral","Comedy","1994","117","15","7.1","81","162,458"
346,"Harry Potter and the Chamber of Secrets","Adventure","2002","161","PG","7.4","63","676,279"
347,"Kandahar","Action","2023","119","15","6.1","52","27,213"
348,"Indiana Jones and the Temple of Doom","Action","1984","118","12A","7.5","57","526,581"
349,"Love Hard","Comedy","2021","104","15","6.3","42","59,315"
350,"Wicked","Fantasy","2024","N/A",NULL,NULL,NULL,"N/A"
351,"The Green Mile","Crime","1999","189","18","8.6","61","1,376,486"
352,"Eternal Sunshine of the Spotless Mind","Drama","2004","108","15","8.3","89","1,056,376"
353,"Joy Ride","Comedy","2023","95","15","6.4","74","18,143"
354,"Godzilla","Horror","1954","96","X","7.5","78","37,447"
355,"Shutter Island","Mystery","2010","138","15","8.2","63","1,415,695"
356,"Spider-Man: Into the Spider-Verse","Animation","2018","117","PG","8.4","87","644,772"
357,"Beverly Hills Cop 4","Action","2024","N/A",NULL,NULL,NULL,"N/A"
358,"Australia","Adventure","2008","165","12A","6.6","53","128,612"
359,"365 Days","Drama","2020","114","18","3.3",NULL,"96,352"
360,"Belfast","Biography","2021","98","12A","7.2","75","86,639"
361,"Noelle","Comedy","2019","100","PG","6.3","48","25,494"
362,"The Lost City","Action","2022","112","12A","6.1","60","147,681"
363,"Sisu","Action","2022","91","15","6.9","70","63,279"
364,"Get Out","Horror","2017","104","15","7.8","85","673,049"
365,"Star Wars: Episode IV - A New Hope","Action","1977","121","U","8.6","90","1,425,743"
366,"Frozen","Animation","2013","102","PG","7.4","75","652,954"
367,"Twilight","Drama","2008","122","12A","5.3","56","480,692"
368,"The Favourite","Biography","2018","119","15","7.5","91","215,574"
369,"A Boy Called Christmas","Adventure","2021","106","PG","6.7","61","25,480"
370,"Jeanne du Barry","Biography","2023","113",NULL,"6.7","51","8,299"
371,"The Dark Knight Rises","Action","2012","164","12A","8.4","78","1,792,507"
372,"Tenet","Action","2020","150","PG-13","7.3","69","570,923"
373,"Oldboy","Action","2003","120","18","8.4","78","618,953"
374,"The Meg","Action","2018","113","12A","5.6","46","202,473"
375,"The Sacrifice Game","Horror","2023","90",NULL,"5.4","56","643"
376,"No One Will Save You","Horror","2023","93","16","6.3","60","54,909"
377,"The Noel Diary","Comedy","2022","99","PG","6.1","63","18,021"
378,"Renfield","Comedy","2023","93","15","6.4","53","83,318"
379,"Her","Drama","2013","126","15","8.0","91","654,626"
380,"Taken","Action","2008","90","18","7.8","51","625,138"
381,"The Secret: Dare to Dream","Drama","2020","107","PG","6.5","32","16,705"
382,"Call Me by Your Name","Drama","2017","132","15","7.8","94","302,136"
383,"Harry Potter and the Deathly Hallows: Part 1","Adventure","2010","146","12A","7.7","65","585,055"
384,"Catch Me If You Can","Biography","2002","141","12A","8.1","75","1,064,206"
385,"Nobody","Action","2021","92","15","7.4","64","311,534"
386,"The Family Man","Comedy","2000","125","12","6.8","42","116,521"
387,"The Last Duel","Action","2021","152","18","7.4","67","175,560"
388,"The Last Voyage of the Demeter","Fantasy","2023","118","R","6.1","52","37,817"
389,"Girl in the Basement","Crime","2021","88","12","6.3",NULL,"12,405"
390,"Planes, Trains & Automobiles","Comedy","1987","93","15","7.6","72","156,708"
391,"Indiana Jones and the Kingdom of the Crystal Skull","Action","2008","122","12A","6.2","65","484,458"
392,"Indiana Jones and the Last Crusade","Action","1989","127","PG","8.2","65","798,146"
393,"Beetlejuice","Comedy","1988","92","15","7.5","70","331,052"
394,"Pirates of the Caribbean: The Curse of the Black Pearl","Action","2003","143","12A","8.1","63","1,186,088"
395,"65","Action","2023","93","12A","5.4","40","80,723"
396,"The Lobster","Drama","2015","119","15","7.1","82","280,209"
397,"Femme","Thriller","2023","99","18","7.8","67","505"
398,"Dazed and Confused","Comedy","1993","103","18","7.6","82","195,918"
399,"Barbarian","Horror","2022","102","18","7.0","78","168,461"
400,"The Sound of Music","Biography","1965","172","U","8.1","63","252,674"
401,"2001: A Space Odyssey","Adventure","1968","149","U","8.3","84","705,642"
402,"Silent Night","Comedy","2021","92","15","5.7","52","17,321"
403,"The Truman Show","Comedy","1998","103","PG","8.2","90","1,162,579"
404,"Don't Look Up","Comedy","2021","138","15","7.2","49","579,383"
405,"Inside Out 2","Animation","2024","N/A",NULL,NULL,NULL,"N/A"
406,"Drive","Action","2011","100","18","7.8","79","690,034"
407,"The Outsiders","Crime","1983","91","PG","7.0","45","95,005"
408,"Thor: Love and Thunder","Action","2022","118","12A","6.2","57","386,071"
409,"Sicario","Action","2015","121","15","7.7","82","461,556"
410,"Love & Other Drugs","Comedy","2010","112","15","6.7","55","218,885"
411,"Taxi Driver","Crime","1976","114","X","8.2","94","897,928"
412,"Pig","Drama","2021","92","15","6.9","82","86,075"
413,"Top Gun","Action","1986","109","15","6.9","50","489,609"
414,"Memento","Mystery","2000","113","15","8.4","83","1,299,280"
415,"Happiest Season","Comedy","2020","102","12","6.6","69","45,586"
416,"Lolita","Drama","1997","137","18","6.8","46","64,947"
417,"Trading Places","Comedy","1983","116","15","7.5","69","161,653"
418,"Scream VI","Horror","2023","122","18","6.5","61","112,005"
419,"The Shining","Drama","1980","146","X","8.4","66","1,084,758"
420,"300","Action","2006","117","15","7.6","52","851,981"
421,"The Usual Suspects","Crime","1995","106","18","8.5","76","1,128,164"
422,"RoboCop","Action","1987","102","18","7.6","70","276,414"
423,"The Devil Wears Prada","Comedy","2006","109","PG","6.9","62","450,393"
424,"Malena","Drama","2000","108","15","7.4","54","109,914"
425,"Quiz Lady","Comedy","2023","99","R","6.7","59","13,724"
426,"Knives Out","Comedy","2019","130","12A","7.9","82","749,854"
427,"The Bishop's Wife","Comedy","1947","109","U","7.6","73","19,915"
428,"Dune","Action","1984","137","12","6.3","41","169,223"
429,"Boogie Nights","Drama","1997","155","18","7.9","86","278,179"
430,"It Ends with Us","Drama","2024","N/A",NULL,NULL,NULL,"N/A"
431,"Doctor Strange in the Multiverse of Madness","Action","2022","126","12A","6.9","60","462,182"
432,"The Irishman","Biography","2019","209","15","7.8","94","420,397"
433,"Avatar","Action","2009","162","12A","7.9","83","1,367,539"
434,"Prey","Action","2022","100","15","7.1","71","219,012"
435,"Dogtooth","Drama","2009","97","18","7.2","73","104,951"
436,"12 Angry Men","Crime","1957","96","U","9.0","97","843,872"
437,"Hell or High Water","Crime","2016","102","15","7.6","88","246,664"
438,"Madame Web","Action","2024","N/A",NULL,NULL,NULL,"N/A"
439,"Le Mans '66","Action","2019","152","12A","8.1","81","446,914"
440,"Tropic Thunder","Action","2008","107","15","7.1","71","440,146"
441,"Divergent","Action","2014","139","12A","6.6","48","481,364"
442,"Bone Tomahawk","Drama","2015","132","18","7.1","72","114,186"
443,"Sense and Sensibility","Drama","1995","136","U","7.7","84","123,111"
444,"Black Adam","Action","2022","125","12A","6.2","41","264,349"
445,"The Dreamers","Drama","2003","115","18","7.1","63","128,946"
446,"Cars","Animation","2006","117","PG","7.2","73","455,977"
447,"Fast Times at Ridgemont High","Comedy","1982","90","X","7.1","61","113,522"
448,"La La Land","Comedy","2016","128","12A","8.0","94","644,206"
449,"The Mummy","Action","2017","111","15","5.4","34","202,578"
450,"1917","Action","2019","119","15","8.2","78","653,239"
451,"Cobweb","Horror","2023","88","15","6.0","50","24,461"
452,"American Hustle","Crime","2013","138","15","7.2","90","495,817"
453,"Black Hawk Down","Action","2001","144","15","7.7","74","417,135"
454,"Glass Onion: A Knives Out Mystery","Comedy","2022","139","12A","7.1","81","419,501"
455,"Pearl Harbor","Action","2001","183","12","6.2","44","347,477"
456,"Apocalypse Now","Drama","1979","147","X","8.4","94","698,068"
457,"The Hateful Eight","Crime","2015","168","18","7.8","68","644,302"
458,"Where the Crawdads Sing","Drama","2022","125","15","7.2","43","112,060"
459,"Mystery of the Wax Museum","Horror","1933","77","A","6.8",NULL,"6,659"
460,"Harry Potter and the Order of the Phoenix","Action","2007","138","12A","7.5","71","618,876"
461,"The Hangover","Comedy","2009","100","18","7.7","73","828,776"
462,"The Girl Next Door","Comedy","2004","109","15","6.7","47","235,931"
463,"Meet Joe Black","Drama","1998","178","12","7.2","43","259,056"
464,"Santa Claus: The Movie","Adventure","1985","107","U","6.2",NULL,"15,069"
465,"Die Hard 2","Action","1990","124","15","7.1","67","376,563"
466,"It","Horror","2017","135","15","7.3","69","592,021"
467,"Last Night in Soho","Drama","2021","116","18","7.0","65","168,175"
468,"City of God","Crime","2002","130","18","8.6","79","788,220"
469,"Godzilla","Action","1998","139","PG","5.4","32","200,474"
470,"Memory","Drama","2023","100","R","7.0","73","418"
471,"The Fabelmans","Drama","2022","151","12A","7.5","84","108,572"
472,"Ghosted","Action","2023","116","12","5.8","34","56,191"
473,"Sea of Love","Crime","1989","113","18","6.8","66","43,545"
474,"Mulholland Drive","Drama","2001","147","15","7.9","86","376,802"
475,"Deadpool","Action","2016","108","15","8.0","65","1,099,617"
476,"Spider-Man","Action","2002","121","12","7.4","73","862,148"
477,"All Quiet on the Western Front","Action","2022","148","15","7.8","76","230,021"
478,"Aftersun","Drama","2022","102","12A","7.7","95","80,304"
479,"Bob Marley: One Love","Biography","2024","N/A",NULL,NULL,NULL,"N/A"
480,"The Great Gatsby","Drama","2013","143","12A","7.2","55","583,053"
481,"Perfect Days","Drama","2023","123","PG","7.9","72","2,012"
482,"Better Watch Out","Comedy","2016","89","15","6.5","67","44,046"
483,"She's All That","Comedy","1999","95","12","5.9","51","101,624"
484,"Pathaan","Action","2023","146","Not Rated","5.9","47","150,290"
485,"Howl's Moving Castle","Animation","2004","119","U","8.2","82","432,174"
486,"Mr. & Mrs. Smith","Action","2005","120","15","6.5","55","527,586"
487,"Kill Bill: Vol. 1","Action","2003","111","18","8.2","69","1,169,579"
488,"Ghostbusters: Afterlife","Adventure","2021","124","12A","7.1","45","205,740"
489,"Harry Potter and the Half-Blood Prince","Action","2009","153","12A","7.6","78","581,491"
490,"Arthur Christmas","Animation","2011","97","U","7.1","69","65,034"
491,"Snowpiercer","Action","2013","126","15","7.1","84","382,232"
492,"Nymphomaniac: Vol. I","Drama","2013","117","18","6.9","64","129,757"
493,"The Social Network","Biography","2010","120","12A","7.8","95","744,542"
494,"Pretty Woman","Comedy","1990","119","15","7.1","51","347,688"
495,"About Time","Comedy","2013","123","12A","7.8","55","376,594"
496,"Trolls","Animation","2016","92","U","6.4","55","89,460"
497,"Stand by Me","Adventure","1986","89","15","8.1","75","432,004"
498,"Taylor Swift: The Eras Tour","Documentary","2023","169","12A","8.3","83","13,137"
499,"Braveheart","Biography","1995","178","15","8.3","68","1,076,405"
500,"Come and See","Drama","1985","142","15","8.4",NULL,"92,406"
501,"The Terminator","Action","1984","107","18","8.1","84","908,319"
502,"Three Thousand Years of Longing","Drama","2022","108","15","6.7","60","56,689"
503,"Stillwater","Crime","2021","139","15","6.6","60","53,378"
504,"Black Angel","Adventure","1946","81","PG","6.9",NULL,"3,779"
505,"The Fifth Element","Action","1997","126","PG","7.6","52","496,760"
506,"The Age of Adaline","Drama","2015","112","12A","7.2","51","197,419"
507,"Casino Royale","Action","2006","144","15","8.0","80","684,300"
508,"Falling for Christmas","Comedy","2022","93","PG","5.2","40","26,792"
509,"Black Christmas","Horror","1974","98","15","7.1","65","46,313"
510,"Jack Reacher","Action","2012","130","15","7.0","50","358,640"
511,"Logan","Action","2017","137","15","8.1","77","812,621"
512,"10 Things I Hate About You","Comedy","1999","97","12","7.3","70","372,759"
513,"Terminator 2: Judgment Day","Action","1991","137","15","8.6","75","1,152,673"
514,"Nope","Horror","2022","130","15","6.8","77","251,742"
515,"Grave of the Fireflies","Animation","1988","89","12A","8.5","94","300,574"
516,"The Wizard of Oz","Adventure","1939","102","A","8.1","92","420,785"
517,"Self Reliance","Comedy","2023","85","15",NULL,"65","N/A"
518,"The Fast and the Furious","Action","2001","106","15","6.8","58","411,540"
519,"Heart of Stone","Action","2023","122","12","5.7","44","54,351"
520,"The Greatest Showman","Biography","2017","105","PG","7.5","48","303,126"
521,"The Deer Hunter","Drama","1978","183","X","8.1","86","355,971"
522,"What Every Frenchwoman Wants","Comedy","1986","95",NULL,"5.6",NULL,"4,858"
523,"When Harry Met Sally","Comedy","1989","95","15","7.7","76","236,296"
524,"Birds of Prey","Action","2020","109","15","6.1","60","259,187"
525,"West Side Story","Crime","2021","156","12A","7.1","85","92,587"
526,"Cocaine Bear","Comedy","2023","95","15","5.9","54","99,996"
527,"Meet Me In St. Louis","Comedy","1944","113","U","7.5","94","26,580"
528,"Sing","Animation","2016","108","U","7.1","59","186,045"
529,"Mortal World 2","Comedy","2023","117",NULL,"7.6",NULL,"2,416"
530,"Ant-Man and the Wasp: Quantumania","Action","2023","124","12A","6.1","48","214,153"
531,"The Town","Crime","2010","125","15","7.5","74","409,405"
532,"The Godfather Part II","Crime","1974","202","X","9.0","90","1,338,467"
533,"Mad Max 2","Action","1981","96","X","7.6","77","190,284"
534,"Waitress","Comedy","2023","144",NULL,"8.6","74","489"
535,"Kaiva","Action","2023","138",NULL,"7.4",NULL,"26,203"
536,"Iron Man","Action","2008","126","12A","7.9","79","1,106,368"
537,"Locked In","Horror","2023","96","15","5.1",NULL,"6,690"
538,"The Lion King","Animation","1994","88","U","8.5","88","1,118,234"
539,"The Mummy","Action","1999","124","PG-13","7.1","48","452,781"
540,"Just Friends","Comedy","2005","96","12A","6.2","47","125,184"
541,"Society of the Snow","Adventure","2023","144","15","7.7","70","497"
542,"Dead Poets Society","Comedy","1989","128","PG","8.1","79","529,800"
543,"Ocean's Eleven","Crime","2001","116","12","7.7","74","606,931"
544,"Fall","Action","2022","107","15","6.4","62","96,781"
545,"Encanto","Animation","2021","102","PG","7.2","75","251,288"
546,"Pitch Perfect","Comedy","2012","112","12A","7.1","66","325,548"
547,"Death Proof","Action","2007","127","18","7.0",NULL,"308,497"
548,"The Legend of Tarzan","Action","2016","110","12A","6.2","44","184,715"
549,"The Witch","Drama","2015","92","15","7.0","84","291,218"
550,"The Revenant","Action","2015","156","15","8.0","76","853,904"
551,"Hacksaw Ridge","Biography","2016","139","15","8.1","71","576,687"
552,"Edge of Tomorrow","Action","2014","113","12A","7.9","71","721,141"
553,"Me Before You","Drama","2016","110","12A","7.4","51","278,499"
554,"Zodiac","Crime","2007","157","15","7.7","79","583,482"
555,"Superbad","Comedy","2007","113","15","7.6","76","619,025"
556,"A Clockwork Orange","Crime","1971","136","X","8.3","77","867,178"
557,"A Beautiful Mind","Biography","2001","135","12","8.2","72","971,249"
558,"The Hobbit: An Unexpected Journey","Adventure","2012","169","12A","7.8","58","859,156"
559,"The Unbearable Weight of Massive Talent","Action","2022","107","15","7.0","68","139,922"
560,"Snatch","Comedy","2000","104","18","8.2","55","894,119"
561,"Puss in Boots: The Last Wish","Animation","2022","102","PG","7.8","73","162,382"
562,"Batman Begins","Action","2005","140","12A","8.2","70","1,548,594"
563,"Star Wars: Episode I - The Phantom Menace","Action","1999","136","U","6.5","51","842,311"
564,"Avengers: Infinity War","Action","2018","149","12A","8.4","68","1,171,347"
565,"The Grand Budapest Hotel","Adventure","2014","99","15","8.1","88","868,335"
566,"Dunkirk","Action","2017","106","12A","7.8","94","720,344"
567,"PAW Patrol: The Mighty Movie","Animation","2023","88","U","6.0","49","3,876"
568,"For Your Eyes Only","Action","1981","127","A","6.7","54","106,743"
569,"The Nutcracker and the Four Realms","Adventure","2018","99","PG","5.6","39","36,348"
570,"Jojo Rabbit","Comedy","2019","108","12A","7.9","58","428,137"
571,"Holiday Inn","Comedy","1942","100","U","7.3","70","16,837"
572,"The Lighthouse","Drama","2019","109","15","7.4","83","244,771"
573,"War for the Planet of the Apes","Action","2017","140","12A","7.4","82","275,426"
574,"Arrival","Drama","2016","116","12A","7.9","81","746,475"
575,"The Bad Guys","Animation","2022","100","U","6.8","64","54,389"
576,"Uncut Gems","Crime","2019","135","15","7.4","92","308,955"
577,"Aquaman","Action","2018","143","12A","6.8","55","506,620"
578,"To Catch a Killer","Action","2023","119","R","6.6","43","30,895"
579,"Kraven the Hunter","Action","2024","N/A",NULL,NULL,NULL,"N/A"
580,"The Help","Drama","2011","146","12A","8.1","62","483,877"
581,"Irreversible","Crime","2002","97","18","7.3","51","144,693"
582,"Knock Knock","Crime","2015","99","18","4.9","53","102,375"
583,"Eternals","Action","2021","156","12A","6.3","52","375,166"
584,"8 Mile","Drama","2002","110","15","7.2","77","313,587"
585,"Red, White & Royal Blue","Comedy","2023","118","12","7.0","62","42,462"
586,"My Big Fat Greek Wedding 3","Comedy","2023","92","12A","5.2","35","6,415"
587,"Vacation","Adventure","2015","99","15","6.1","34","119,826"
588,"The Maze Runner","Action","2014","113","15","6.8","57","497,701"
589,"The Thing","Horror","1982","109","X","8.2","57","455,639"
590,"The Hunt","Drama","2012","115","15","8.3","77","354,869"
591,"The Lord of the Rings: The Two Towers","Action","2002","179","12A","8.8","87","1,746,692"
592,"Knock at the Cabin","Horror","2023","100","15","6.1","63","106,739"
593,"Creed","Action","2015","133","12A","7.6","82","305,550"
594,"Galaxy Quest","Adventure","1999","102","PG","7.4","70","173,048"
595,"The Christmas Chronicles: Part Two","Adventure","2020","112","PG","6.0","51","34,218"
596,"One Flew Over the Cuckoo's Nest","Drama","1975","133","15","8.7","84","1,052,849"
597,"Bram Stoker's Dracula","Drama","1992","128","18","7.4","57","233,860"
598,"While You Were Sleeping","Comedy","1995","103","PG","6.8","67","111,127"
599,"A Bad Moms Christmas","Comedy","2017","104","15","5.6","42","56,370"
600,"Scrooge","Drama","1951","86","U","8.1",NULL,"24,764"
601,"The Phantom of the Opera","Drama","2004","143","12A","7.2","40","128,973"
602,"From Dusk Till Dawn","Action","1996","108","18","7.2","48","334,270"
603,"Guardians of the Galaxy","Action","2014","121","12A","8.0","76","1,253,379"
604,"Christmas on Cherry Lane","Family","2023","90","TV-G","6.4",NULL,"386"
605,"Barry Lyndon","Adventure","1975","185","A","8.1","89","179,236"
606,"The Kill Room","Comedy","2023","98","15","5.4","58","3,440"
607,"Plane","Action","2023","107","15","6.5","62","71,988"
608,"Free Guy","Action","2021","115","12A","7.1","62","409,729"
609,"The Big Short","Biography","2015","130","15","7.8","81","470,972"
610,"Inside Out","Animation","2015","95","U","8.1","94","765,279"
611,"Star Wars: The Rise of Skywalker","Action","2019","141","12A","6.4","53","482,018"
612,"13 Going on 30","Comedy","2004","98","12A","6.3","57","210,342"
613,"Green Book","Biography","2018","130","12A","8.2","69","545,314"
614,"Total Recall","Action","1990","113","18","7.5","60","348,267"
615,"Ghoomer","Drama","2023","135","12A","7.9",NULL,"10,721"
616,"The Gray Man","Action","2022","122","15","6.5","49","229,387"
617,"Toy Story","Animation","1995","81","PG","8.3","96","1,048,135"
618,"American History X","Crime","1998","119","18","8.5","62","1,168,467"
619,"The Good, the Bad and the Ugly","Adventure","1966","148","18","8.8","90","796,885"
620,"Extraction 2","Action","2023","122","15","7.0","57","135,880"
621,"Road House","Action","R","N/A",NULL,NULL,NULL,"N/A"
622,"Pretty Baby","Drama","1978","110","X","6.5","66","12,458"
623,"The Girl with the Dragon Tattoo","Crime","2011","158","18","7.8","71","486,592"
624,"Thriller 40","Documentary","2023","90","12","8.1",NULL,"665"
625,"A Walk to Remember","Drama","2002","101","PG","7.3","35","218,845"
626,"Avengers Assemble","Action","2012","143","12A","8.0","69","1,442,279"
627,"Starfish","Drama","2023","121",NULL,"9.3",NULL,"15,469"
628,"Jurassic World","Action","2015","124","12A","6.9","59","670,086"
629,"Sonic the Hedgehog 3","Action","2024","N/A",NULL,NULL,NULL,"N/A"
630,"Kill Shot","Action","2023","93","15","4.7",NULL,"1,424"
631,"Ben-Hur","Adventure","1959","212","A","8.1","90","249,812"
632,"Smile","Horror","2022","115","18","6.5","68","147,794"
633,"Planet of the Apes","Action","2001","120","12","5.7","50","226,365"
634,"The King","Biography","2019","140","15","7.3","62","145,990"
635,"Winnie the Pooh: Blood and Honey","Horror","2023","84","18","2.9","16","24,840"
636,"Operation Fortune: Ruse de Guerre","Action","2023","114","15","6.3","51","77,230"
637,"Love at First Sight","Drama","2023","91","12","6.8","55","26,700"
638,"8-Bit Christmas","Comedy","2021","97","12","6.7","66","20,323"
639,"Predestination","Action","2014","97","15","7.4","69","297,881"
640,"Unfaithful","Drama","2002","124","15","6.7","63","96,093"
641,"Curiosa","Biography","2019","107","18+","5.4",NULL,"3,246"
642,"Jurassic World Dominion","Action","2022","147","12A","5.6","38","195,965"
643,"After Everything","Drama","2023","93","15","4.6",NULL,"4,537"
644,"Basic Instinct","Drama","1992","127","18","7.0","43","214,347"
645,"Black Christmas","Horror","2006","84","15","4.7","22","29,691"
