id,title,genre,years,duration,rating,people_rating,critic_rating,votes
402,Thor: Love and Thunder,Action,2022,118,PG-13,6.2,57,"386,118"
403,Sicario,Action,2015,121,R,7.7,82,"461,587"
404,Love & Other Drugs,Comedy,2010,112,R,6.7,55,"218,908"
405,Taxi Driver,Crime,1976,114,R,8.2,94,"897,991"
406,Pig,Drama,2021,92,R,6.9,82,"86,089"
407,Top Gun,Action,1986,109,PG,6.9,50,"489,635"
408,Memento,Mystery,2000,113,R,8.4,83,"1,299,338"
409,Happiest Season,Comedy,2020,102,PG-13,6.6,69,"45,598"
410,Lolita,Drama,1997,137,R,6.8,46,"64,951"
411,Trading Places,Comedy,1983,116,R,7.5,69,"161,675"
412,Scream VI,Horror,2023,122,R,6.5,61,"112,047"
413,The Shining,Drama,1980,146,R,8.4,66,"1,084,811"
414,300,Action,2006,117,R,7.6,52,"852,013"
415,The Usual Suspects,Crime,1995,106,R,8.5,76,"1,128,198"
416,RoboCop,Action,1987,102,R,7.6,70,"276,435"
417,The Devil Wears Prada,Comedy,2006,109,PG-13,6.9,62,"450,443"
418,Malena,Drama,2000,108,R,7.4,54,"109,922"
419,Quiz Lady,Comedy,2023,99,R,6.7,59,"13,765"
420,Knives Out,Comedy,2019,130,PG-13,7.9,82,"749,912"
421,The Bishop's Wife,Comedy,1947,109,G,7.6,73,"19,922"
422,Dune,Action,1984,137,PG-13,6.3,41,"169,235"
423,Boogie Nights,Drama,1997,155,R,7.9,86,"278,190"
424,It Ends with Us,Drama,2024,N/A,,,,N/A
425,Doctor Strange in the Multiverse of Madness,Action,2022,126,PG-13,6.9,60,"462,234"
426,The Irishman,Biography,2019,209,R,7.8,94,"420,432"
427,Avatar,Action,2009,162,PG-13,7.9,83,"1,367,595"
428,Prey,Action,2022,100,R,7.1,71,"219,045"
429,Dogtooth,Drama,2009,97,Not Rated,7.2,73,"104,960"
430,12 Angry Men,Crime,1957,96,Approved,9,97,"843,926"
431,Hell or High Water,Crime,2016,102,R,7.6,88,"246,687"
432,Madame Web,Action,2024,N/A,,,,N/A
433,Ford v Ferrari,Action,2019,152,PG-13,8.1,81,"446,962"
434,Tropic Thunder,Action,2008,107,R,7.1,71,"440,173"
435,Divergent,Action,2014,139,PG-13,6.6,48,"481,390"
436,Bone Tomahawk,Drama,2015,132,Not Rated,7.1,72,"114,205"
437,Sense and Sensibility,Drama,1995,136,PG,7.7,84,"123,119"
438,Black Adam,Action,2022,125,PG-13,6.2,41,"264,388"
439,The Dreamers,Drama,2003,115,NC-17,7.1,63,"128,951"
440,Cars,Animation,2006,117,G,7.2,73,"456,021"
441,Fast Times at Ridgemont High,Comedy,1982,90,R,7.1,61,"113,533"
442,La La Land,Comedy,2016,128,PG-13,8,94,"644,256"
443,The Mummy,Action,2017,110,PG-13,5.4,34,"202,589"
444,1917,Action,2019,119,R,8.2,78,"653,317"
445,Cobweb,Horror,2023,88,R,6,50,"24,495"
446,American Hustle,Crime,2013,138,R,7.2,90,"495,836"
447,Black Hawk Down,Action,2001,144,R,7.7,74,"417,164"
448,Glass Onion,Comedy,2022,139,PG-13,7.1,81,"419,550"
449,Pearl Harbor,Action,2001,183,PG-13,6.2,44,"347,494"
450,Apocalypse Now,Drama,1979,147,R,8.4,94,"698,104"
451,The Hateful Eight,Crime,2015,168,R,7.8,68,"644,336"
452,Where the Crawdads Sing,Drama,2022,125,PG-13,7.2,43,"112,088"
453,Mystery of the Wax Museum,Horror,1933,77,Passed,6.8,,"6,661"
454,Harry Potter and the Order of the Phoenix,Action,2007,138,PG-13,7.5,71,"618,939"
455,The Hangover,Comedy,2009,100,R,7.7,73,"828,829"
456,The Girl Next Door,Comedy,2004,109,R,6.7,47,"235,939"
457,Meet Joe Black,Drama,1998,178,PG-13,7.2,43,"259,071"
458,Santa Claus,Adventure,1985,107,PG,6.2,,"15,076"
459,Die Hard 2,Action,1990,124,R,7.1,67,"376,597"
460,It,Horror,2017,135,R,7.3,69,"592,053"
461,Last Night in Soho,Drama,2021,116,R,7,65,"168,211"
462,City of God,Crime,2002,130,R,8.6,79,"788,259"
463,Godzilla,Action,1998,139,PG-13,5.4,32,"200,485"
464,Memory,Drama,2023,100,R,7,73,418
465,The Fabelmans,Drama,2022,151,PG-13,7.5,84,"108,604"
466,Ghosted,Action,2023,116,PG-13,5.8,34,"56,217"
467,Sea of Love,Crime,1989,113,R,6.8,66,"43,560"
468,Mulholland Drive,Drama,2001,147,R,7.9,86,"376,815"
469,Deadpool,Action,2016,108,R,8,65,"1,099,738"
470,Spider-Man,Action,2002,121,PG-13,7.4,73,"862,206"
471,All Quiet on the Western Front,Action,2022,148,R,7.8,76,"230,088"
472,Aftersun,Drama,2022,102,R,7.7,95,"80,338"
473,Bob Marley: One Love,Biography,2024,N/A,,,,N/A
474,The Great Gatsby,Drama,2013,143,PG-13,7.2,55,"583,080"
475,Perfect Days,Drama,2023,123,PG,8,72,"2,039"
476,Better Watch Out,Comedy,2016,89,R,6.5,67,"44,074"
477,She's All That,Comedy,1999,95,PG-13,5.9,51,"101,642"
478,Pathaan,Action,2023,146,Not Rated,5.9,47,"150,316"
479,Howl's Moving Castle,Animation,2004,119,PG,8.2,82,"432,228"
480,Mr. & Mrs. Smith,Action,2005,120,PG-13,6.5,55,"527,623"
481,Kill Bill: Vol. 1,Action,2003,111,R,8.2,69,"1,169,635"
482,Ghostbusters: Afterlife,Adventure,2021,124,PG-13,7.1,45,"205,773"
483,Harry Potter and the Half-Blood Prince,Action,2009,153,PG,7.6,78,"581,536"
484,Arthur Christmas,Animation,2011,97,PG,7.1,69,"65,055"
485,Snowpiercer,Action,2013,126,R,7.1,84,"382,256"
486,Nymphomaniac: Vol. I,Drama,2013,117,Not Rated,6.9,64,"129,765"
487,The Social Network,Biography,2010,120,PG-13,7.8,95,"744,582"
488,Pretty Woman,Comedy,1990,119,R,7.1,51,"347,702"
489,About Time,Comedy,2013,123,R,7.8,55,"376,623"
490,Trolls,Animation,2016,92,PG,6.4,55,"89,472"
491,Stand by Me,Adventure,1986,89,R,8.1,75,"432,036"
492,Taylor Swift: The Eras Tour,Documentary,2023,169,PG-13,8.3,83,"13,150"
493,Braveheart,Biography,1995,178,R,8.3,68,"1,076,453"
494,Come and See,Drama,1985,142,Not Rated,8.4,,"92,422"
495,The Terminator,Action,1984,107,R,8.1,84,"908,372"
496,Three Thousand Years of Longing,Drama,2022,108,R,6.7,60,"56,701"
497,Stillwater,Crime,2021,139,R,6.6,60,"53,391"
498,Black Angel,Adventure,1946,81,Passed,6.9,,"3,780"
499,The Fifth Element,Action,1997,126,PG-13,7.6,52,"496,793"
500,The Age of Adaline,Drama,2015,112,PG-13,7.2,51,"197,438"
501,Casino Royale,Action,2006,144,PG-13,8,80,"684,323"
502,Falling for Christmas,Comedy,2022,93,TV-PG,5.2,40,"26,813"
503,Black Christmas,Horror,1974,98,R,7.1,65,"46,334"
504,Jack Reacher,Action,2012,130,PG-13,7,50,"358,653"
505,Logan,Action,2017,137,R,8.1,77,"812,650"
506,10 Things I Hate About You,Comedy,1999,97,PG-13,7.3,70,"372,786"
507,Terminator 2: Judgment Day,Action,1991,137,R,8.6,75,"1,152,720"
508,Nope,Horror,2022,130,R,6.8,77,"251,769"
509,Grave of the Fireflies,Animation,1988,89,Not Rated,8.5,94,"300,594"
510,The Wizard of Oz,Adventure,1939,102,G,8.1,92,"420,800"
511,Self Reliance,Comedy,2023,85,R,,65,N/A
512,The Fast and the Furious,Action,2001,106,PG-13,6.8,58,"411,573"
513,Heart of Stone,Action,2023,122,PG-13,5.7,44,"54,376"
514,The Greatest Showman,Biography,2017,105,PG,7.5,48,"303,145"
515,The Deer Hunter,Drama,1978,183,R,8.1,86,"355,989"
516,What Every Frenchwoman Wants,Comedy,1986,95,,5.6,,"4,858"
517,When Harry Met Sally...,Comedy,1989,95,R,7.7,76,"236,322"
518,Birds of Prey,Action,2020,109,R,6.1,60,"259,205"
519,West Side Story,Crime,2021,156,PG-13,7.1,85,"92,596"
520,Cocaine Bear,Comedy,2023,95,R,5.9,54,"100,035"
521,Meet Me in St. Louis,Comedy,1944,113,Passed,7.5,94,"26,590"
522,Sing,Animation,2016,108,PG,7.1,59,"186,057"
523,Mortal World 2,Comedy,2023,117,,7.6,,"2,458"
524,Ant-Man and the Wasp: Quantumania,Action,2023,124,PG-13,6.1,48,"214,191"
525,The Town,Crime,2010,125,R,7.5,74,"409,423"
526,The Godfather Part II,Crime,1974,202,R,9,90,"1,338,514"
527,The Road Warrior,Action,1981,96,R,7.6,77,"190,294"
528,Waitress: The Musical,Comedy,2023,144,,8.6,74,506
529,Kaiva,Action,2023,138,,7.5,,"26,258"
530,Iron Man,Action,2008,126,PG-13,7.9,79,"1,106,438"
531,Locked In,Horror,2023,96,TV-MA,5.1,,"6,706"
532,The Lion King,Animation,1994,88,G,8.5,88,"1,118,287"
533,The Mummy,Action,1999,124,PG-13,7.1,48,"452,809"
534,Just Friends,Comedy,2005,96,PG-13,6.2,47,"125,196"
535,Society of the Snow,Adventure,2023,144,R,7.7,70,499
536,Dead Poets Society,Comedy,1989,128,PG,8.1,79,"529,847"
537,Ocean's Eleven,Crime,2001,116,PG-13,7.7,74,"606,968"
538,Fall,Action,2022,107,PG-13,6.4,62,"96,798"
539,Encanto,Animation,2021,102,PG,7.2,75,"251,319"
540,Pitch Perfect,Comedy,2012,112,PG-13,7.1,66,"325,556"
541,Death Proof,Action,2007,127,R,7,,"308,508"
542,The Legend of Tarzan,Action,2016,110,PG-13,6.2,44,"184,726"
543,The Witch,Drama,2015,92,R,7,84,"291,248"
544,The Revenant,Action,2015,156,R,8,76,"853,951"
545,Hacksaw Ridge,Biography,2016,139,R,8.1,71,"576,737"
546,Edge of Tomorrow,Action,2014,113,PG-13,7.9,71,"721,175"
547,Me Before You,Drama,2016,110,PG-13,7.4,51,"278,539"
548,Zodiac,Crime,2007,157,R,7.7,79,"583,531"
549,Superbad,Comedy,2007,113,R,7.6,76,"619,054"
550,A Clockwork Orange,Crime,1971,136,X,8.3,77,"867,197"
551,A Beautiful Mind,Biography,2001,135,PG-13,8.2,72,"971,292"
552,The Hobbit: An Unexpected Journey,Adventure,2012,169,PG-13,7.8,58,"859,199"
553,The Unbearable Weight of Massive Talent,Action,2022,107,R,7,68,"139,950"
554,Snatch,Comedy,2000,102,R,8.2,55,"894,156"
555,Puss in Boots: The Last Wish,Animation,2022,102,PG,7.8,73,"162,421"
556,Batman Begins,Action,2005,140,PG-13,8.2,70,"1,548,668"
557,Star Wars: Episode I - The Phantom Menace,Action,1999,136,PG,6.5,51,"842,334"
558,Avengers: Infinity War,Action,2018,149,PG-13,8.4,68,"1,171,421"
559,The Grand Budapest Hotel,Adventure,2014,99,R,8.1,88,"868,410"
560,Dunkirk,Action,2017,106,PG-13,7.8,94,"720,373"
561,PAW Patrol: The Mighty Movie,Animation,2023,88,PG,6,49,"3,882"
562,For Your Eyes Only,Action,1981,127,PG,6.7,54,"106,747"
563,The Nutcracker and the Four Realms,Adventure,2018,99,PG,5.6,39,"36,353"
564,Jojo Rabbit,Comedy,2019,108,PG-13,7.9,58,"428,165"
565,Holiday Inn,Comedy,1942,100,Passed,7.3,70,"16,847"
566,The Lighthouse,Drama,2019,109,R,7.4,83,"244,812"
567,War for the Planet of the Apes,Action,2017,140,PG-13,7.4,82,"275,452"
568,Arrival,Drama,2016,116,PG-13,7.9,81,"746,521"
569,The Bad Guys,Animation,2022,100,PG,6.8,64,"54,403"
570,Uncut Gems,Crime,2019,135,R,7.4,92,"308,981"
571,Aquaman,Action,2018,143,PG-13,6.8,55,"506,654"
572,To Catch a Killer,Action,2023,119,R,6.6,43,"30,915"
573,Kraven the Hunter,Action,2024,N/A,,,,N/A
574,The Help,Drama,2011,146,PG-13,8.1,62,"483,900"
575,Irreversible,Crime,2002,97,Not Rated,7.3,51,"144,700"
576,Knock Knock,Crime,2015,99,R,4.9,53,"102,379"
577,Eternals,Action,2021,156,PG-13,6.3,52,"375,205"
578,8 Mile,Drama,2002,110,R,7.2,77,"313,630"
579,"Red, White & Royal Blue",Comedy,2023,118,R,7,62,"42,483"
580,My Big Fat Greek Wedding 3,Comedy,2023,92,PG-13,5.2,35,"6,433"
581,Vacation,Adventure,2015,99,R,6.1,34,"119,834"
582,The Maze Runner,Action,2014,113,PG-13,6.8,57,"497,726"
583,The Thing,Horror,1982,109,R,8.2,57,"455,659"
584,The Hunt,Drama,2012,115,R,8.3,77,"354,892"
585,The Lord of the Rings: The Two Towers,Action,2002,179,PG-13,8.8,87,"1,746,773"
586,Knock at the Cabin,Horror,2023,100,R,6.1,63,"106,782"
587,Creed,Action,2015,133,PG-13,7.6,82,"305,559"
588,Galaxy Quest,Adventure,1999,102,PG,7.4,70,"173,061"
589,The Christmas Chronicles: Part Two,Adventure,2020,112,PG,6,51,"34,236"
590,One Flew Over the Cuckoo's Nest,Drama,1975,133,R,8.7,84,"1,052,894"
591,Bram Stoker's Dracula,Drama,1992,128,R,7.4,57,"233,873"
592,While You Were Sleeping,Comedy,1995,103,PG,6.8,67,"111,144"
593,A Bad Moms Christmas,Comedy,2017,104,R,5.6,42,"56,385"
594,A Christmas Carol,Drama,1951,86,TV-PG,8.1,,"24,773"
595,The Phantom of the Opera,Drama,2004,143,PG-13,7.2,40,"128,979"
596,From Dusk Till Dawn,Action,1996,108,R,7.2,48,"334,275"
597,Guardians of the Galaxy,Action,2014,121,PG-13,8,76,"1,253,410"
598,Christmas on Cherry Lane,Family,2023,90,TV-G,6.3,,433
599,Barry Lyndon,Adventure,1975,185,PG,8.1,89,"179,248"
600,The Kill Room,Comedy,2023,98,R,5.4,58,"3,451"
601,Plane,Action,2023,107,R,6.5,62,"72,022"
602,Free Guy,Action,2021,115,PG-13,7.1,62,"409,783"
603,The Big Short,Biography,2015,130,R,7.8,81,"471,004"
604,Inside Out,Animation,2015,95,PG,8.1,94,"765,336"
605,Star Wars: Episode IX - The Rise of Skywalker,Action,2019,141,PG-13,6.4,53,"482,046"
606,13 Going on 30,Comedy,2004,98,PG-13,6.3,57,"210,357"
607,Green Book,Biography,2018,130,PG-13,8.2,69,"545,361"
608,Total Recall,Action,1990,113,R,7.5,60,"348,289"
609,Ghoomer,Drama,2023,135,,7.9,,"10,735"
610,The Gray Man,Action,2022,122,PG-13,6.5,49,"229,416"
611,Toy Story,Animation,1995,81,G,8.3,96,"1,048,190"
612,American History X,Crime,1998,119,R,8.5,62,"1,168,498"
613,"The Good, the Bad and the Ugly",Adventure,1966,178,Approved,8.8,90,"796,910"
614,Extraction II,Action,2023,122,R,7,57,"135,926"
615,Road House,Action,R,N/A,,,,N/A
616,Pretty Baby,Drama,1978,110,R,6.5,66,"12,459"
617,The Girl with the Dragon Tattoo,Crime,2011,158,R,7.8,71,"486,617"
618,Thriller 40,Documentary,2023,90,,8,,679
619,A Walk to Remember,Drama,2002,101,PG,7.3,35,"218,847"
620,The Avengers,Action,2012,143,PG-13,8,69,"1,442,305"
621,Starfish,Drama,2023,121,,9.3,,"15,469"
622,Jurassic World,Action,2015,124,PG-13,6.9,59,"670,103"
623,Sonic the Hedgehog 3,Action,2024,N/A,,,,N/A
624,Kill Shot,Action,2023,93,,4.7,,"1,425"
625,Ben-Hur,Adventure,1959,212,G,8.1,90,"249,824"
626,Smile,Horror,2022,115,R,6.5,68,"147,834"
627,Planet of the Apes,Action,2001,120,PG-13,5.7,50,"226,369"
628,The King,Biography,2019,140,R,7.3,62,"146,013"
629,Winnie the Pooh: Blood and Honey,Horror,2023,84,Not Rated,2.9,16,"24,856"
630,Operation Fortune: Ruse de Guerre,Action,2023,114,R,6.3,51,"77,258"
631,Love at First Sight,Drama,2023,91,PG-13,6.8,55,"26,742"
632,8-Bit Christmas,Comedy,2021,97,PG,6.7,66,"20,347"
633,Predestination,Action,2014,97,R,7.4,69,"297,967"
634,Unfaithful,Drama,2002,124,R,6.7,63,"96,105"
635,Curiosa,Biography,2019,107,18+,5.4,,"3,247"
636,Jurassic World Dominion,Action,2022,147,PG-13,5.6,38,"195,986"
637,After Everything,Drama,2023,93,R,4.6,,"4,541"
638,Basic Instinct,Drama,1992,127,R,7,43,"214,357"
639,Black Christmas,Horror,2006,95,R,4.7,22,"29,708"
640,Carol,Drama,2015,118,R,7.2,94,"139,231"
641,The Pianist,Biography,2002,150,R,8.5,85,"889,951"
642,Haunted Mansion,Comedy,2023,123,PG-13,6.1,47,"37,758"
643,Hidden Figures,Biography,2016,127,PG,7.8,74,"248,954"
644,Ghostbusters,Action,1984,105,PG,7.8,71,"437,321"
645,The Little Things,Crime,2021,128,R,6.3,54,"120,251"
646,Independence Day,Action,1996,145,PG-13,7,59,"598,000"
647,Once Upon a Time in America,Crime,1984,229,R,8.3,75,"370,715"
648,Beauty and the Beast,Adventure,2017,129,PG,7.1,65,"328,477"
649,Fingernails,Drama,2023,113,R,5.9,63,"5,754"
650,Shazam!,Action,2019,132,PG-13,7,71,"376,863"
651,DC League of Super-Pets,Animation,2022,105,PG,7.1,56,"73,070"
652,Blue Is the Warmest Colour,Drama,2013,180,NC-17,7.7,90,"160,603"
653,The Handmaiden,Drama,2016,145,Not Rated,8.1,85,"166,256"
654,The Martian,Adventure,2015,144,PG-13,8,80,"903,863"
655,Donnie Darko,Drama,2001,113,R,8,88,"836,907"
656,Ratatouille,Animation,2007,111,G,8.1,96,"800,337"
657,Zack Snyder's Justice League,Action,2021,242,R,7.9,54,"428,484"
658,"Three Billboards Outside Ebbing, Missouri",Comedy,2017,115,R,8.1,88,"542,440"
659,Diary of a Wimpy Kid Christmas: Cabin Fever,Animation,2023,62,PG,5.8,,444
660,The Day After Tomorrow,Action,2004,124,PG-13,6.5,47,"469,245"
661,Christmas with the Campbells,Comedy,2022,88,,5.4,56,"1,567"
662,The Nice Guys,Action,2016,116,R,7.4,70,"360,825"
663,Full Metal Jacket,Drama,1987,116,R,8.3,78,"777,102"
664,Life of the Party,Comedy,2018,105,PG-13,5.6,46,"38,970"
665,Terrifier 2,Horror,2022,138,Not Rated,6.1,59,"43,865"
666,Hardcore Never Dies,Crime,2023,115,,7.1,,"1,251"
667,Mission: Impossible,Action,1996,110,PG-13,7.2,59,"462,161"
668,Air,Drama,2023,111,R,7.4,73,"152,523"
669,Hot Fuzz,Action,2007,121,R,7.8,81,"527,838"
670,Almost Famous,Adventure,2000,122,R,7.9,90,"289,316"
671,Origin,Drama,2023,135,PG-13,6.4,76,466
672,Deadpool 2,Action,2018,119,R,7.6,66,"626,652"
673,Reservoir Dogs,Crime,1992,99,R,8.3,81,"1,069,148"
674,Home Sweet Home Alone,Comedy,2021,93,PG,3.6,35,"19,452"
675,The Book of Clarence,Adventure,2023,136,PG-13,,62,N/A
676,Sleeping Beauty,Drama,2011,101,TV-14,5.3,61,"34,280"
677,Amsterdam,Comedy,2022,134,R,6.1,48,"87,088"
678,Scream,Horror,2022,114,R,6.3,60,"152,898"
679,In Time,Action,2011,109,PG-13,6.7,53,"437,885"
680,The Many Saints of Newark,Crime,2021,120,R,6.3,60,"61,251"
681,Deep Water,Drama,2022,115,R,5.5,53,"54,594"
682,Trolls World Tour,Animation,2020,91,PG,6.1,51,"27,255"
683,The Incredibles,Animation,2004,115,PG,8,90,"788,786"
684,Dawn of the Planet of the Apes,Action,2014,130,PG-13,7.6,79,"461,208"
685,Saturday Night Fever,Drama,1977,118,R,6.8,77,"85,653"
686,Insidious: The Red Door,Horror,2023,107,PG-13,5.5,45,"43,862"
687,Edward Scissorhands,Drama,1990,105,PG-13,7.9,74,"515,418"
688,Fantastic Beasts: The Secrets of Dumbledore,Adventure,2022,142,PG-13,6.2,47,"162,710"
689,Airheads,Comedy,1994,92,PG-13,6.2,46,"55,184"
690,The Breakfast Club,Comedy,1985,97,R,7.8,66,"427,993"
691,Ballerina,Action,2024,N/A,,,,N/A
692,Champions,Comedy,2023,124,PG-13,6.8,50,"22,469"
693,Tár,Drama,2022,158,R,7.4,92,"86,701"
694,A Christmas Carol,Drama,1938,69,Passed,7.5,72,"8,365"
695,Where Eagles Dare,Action,1968,158,M,7.6,63,"61,840"
696,The Firm,Drama,1993,154,R,6.9,58,"144,883"
697,Casino,Crime,1995,178,R,8.2,73,"552,089"
698,E.T. the Extra-Terrestrial,Adventure,1982,115,PG,7.9,92,"430,452"
699,Jaws,Adventure,1975,124,PG,8.1,87,"647,173"
700,Mad Max Beyond Thunderdome,Action,1985,107,PG-13,6.2,71,"145,069"
701,The Sixth Sense,Drama,1999,107,PG-13,8.2,64,"1,033,665"
702,Passages,Drama,2023,91,Unrated,6.8,79,"7,279"
703,Ambulance,Action,2022,136,R,6.1,55,"90,173"
704,Ex Machina,Drama,2014,108,R,7.7,78,"574,791"
705,Batman v Superman: Dawn of Justice,Action,2016,151,PG-13,6.5,44,"743,949"
706,Sin City,Crime,2005,124,R,8,74,"787,800"
707,A Star Is Born,Drama,2018,136,R,7.6,88,"409,563"
708,Terrifier,Horror,2016,85,Unrated,5.6,,"49,498"
709,The Man Who Invented Christmas,Biography,2017,104,PG,7,60,"18,095"
710,Cruella,Adventure,2021,134,PG-13,7.3,59,"257,335"
711,After,Drama,2019,105,PG-13,5.3,30,"63,272"
712,Rise of the Planet of the Apes,Action,2011,105,PG-13,7.6,68,"550,388"
713,Snow White,Adventure,2025,N/A,,,,N/A
714,The Fast and the Furious: Tokyo Drift,Action,2006,104,PG-13,6,45,"293,019"
715,Trainspotting,Drama,1996,93,R,8.1,83,"715,028"
716,Secretary,Comedy,2002,107,R,6.9,63,"96,656"
717,Kids,Drama,1995,91,NC-17,7,63,"83,341"
718,The Fall Guy,Action,2024,114,PG-13,,,N/A
719,Wonder Woman,Action,2017,141,PG-13,7.4,76,"689,472"
720,Kingsman: The Secret Service,Action,2014,129,R,7.7,60,"703,186"
721,Jumanji,Adventure,1995,104,PG,7.1,39,"368,611"
722,The Blue Lagoon,Adventure,1980,104,R,5.8,31,"75,182"
723,Into the Wild,Adventure,2007,148,R,8.1,73,"648,271"
724,Queen of Hearts,Drama,2019,127,Not Rated,7.1,67,"13,667"
725,The Lord of the Rings: The War of the Rohirrim,Animation,2024,130,,,,N/A
726,The Star,Animation,2017,86,PG,6.3,42,"8,993"
727,Room,Drama,2015,118,R,8.1,86,"442,701"
728,Good Burger,Comedy,1997,95,PG,5.8,41,"32,378"
729,We're the Millers,Comedy,2013,110,R,7,44,"478,070"
730,Groundhog Day,Comedy,1993,101,PG,8,72,"669,721"
731,The Old Oak,Drama,2023,113,,7.1,62,"3,120"
732,Borderlands,Action,2024,N/A,,,,N/A
733,Lady Bird,Comedy,2017,94,R,7.4,93,"318,022"
734,Captain Marvel,Action,2019,123,PG-13,6.8,64,"599,219"
735,Burning Betrayal,Drama,2023,98,TV-MA,4,,"2,276"
736,Rocky,Drama,1976,120,PG,8.1,70,"616,449"
737,Father Christmas Is Back,Comedy,2021,105,PG-13,4.5,,"7,102"
738,Paper Moon,Comedy,1973,102,PG,8.1,77,"51,343"
739,The Fugitive,Action,1993,130,PG-13,7.8,87,"312,431"
740,American Symphony,Documentary,2023,104,PG-13,7.3,76,713
741,This Is Christmas,Comedy,2022,111,,6.9,,"2,215"
742,Ghostbusters: Frozen Empire,Adventure,2024,N/A,,,,N/A
743,Les Misérables,Drama,2012,158,PG-13,7.5,63,"341,993"
744,The Thin Red Line,Drama,1998,170,R,7.6,78,"196,888"
745,Superman: Legacy,Action,2025,N/A,,,,N/A
746,Zootopia,Animation,2016,108,PG,8,78,"533,295"
747,The Imitation Game,Biography,2014,114,PG-13,8,71,"810,569"
748,Lost in Translation,Comedy,2003,102,R,7.7,91,"479,429"
749,Rustin,Biography,2023,106,PG-13,6.5,68,"2,927"
750,Kabir Singh,Action,2019,173,Not Rated,7,,"38,577"
751,Fukrey 3,Comedy,2023,147,Not Rated,6.5,,"22,970"
752,Room in Rome,Drama,2010,107,Not Rated,6.1,,"25,828"
753,Red Sparrow,Action,2018,140,R,6.6,53,"198,162"
754,Fighter,Action,2024,N/A,,,,N/A
755,My Fault,Drama,2023,117,,6.2,,"20,009"
756,Scream,Horror,1996,111,R,7.4,65,"381,342"
757,CODA,Comedy,2021,111,PG-13,8,72,"156,882"
758,Martyrs,Horror,2008,99,R,7,,"103,840"
759,Surviving Christmas,Comedy,2004,91,PG-13,5.4,19,"26,789"
760,I Can Only Imagine,Biography,2018,110,PG,7.3,30,"17,646"
761,X-Men,Action,2000,104,PG-13,7.3,64,"637,637"
762,Apocalypto,Action,2006,139,R,7.8,68,"326,302"
763,Baby Driver,Action,2017,113,R,7.6,86,"590,642"
764,School of Rock,Comedy,2003,109,PG-13,7.2,82,"323,678"
765,Snow Day,Adventure,2000,89,PG,5.1,34,"13,462"
766,Jackie Brown,Crime,1997,154,R,7.5,64,"366,860"
767,Unforgiven,Drama,1992,130,R,8.2,85,"429,778"
768,Fury,Action,2014,134,R,7.6,64,"531,504"
769,Saw,Horror,2004,103,R,7.6,46,"458,611"
770,The Three Musketeers: Milady,Action,2023,115,,7.4,,91
771,Bones and All,Drama,2022,131,R,6.8,74,"52,961"
772,The Conjuring,Horror,2013,112,R,7.5,68,"544,484"
773,Silver Linings Playbook,Comedy,2012,122,R,7.7,81,"733,579"
774,Silent Hill,Horror,2006,125,R,6.5,31,"240,779"
775,Matilda,Comedy,1996,102,PG,7,72,"170,236"
776,Your Name.,Animation,2016,106,TV-PG,8.4,81,"305,889"
777,The Other Zoey,Comedy,2023,91,PG-13,5.8,,"5,433"
778,Mission: Impossible - Fallout,Action,2018,147,PG-13,7.7,86,"369,644"
779,The Peasants,Animation,2023,114,R,8.2,66,"2,394"
780,Malignant,Crime,2021,111,R,6.2,51,"105,104"
781,Idiocracy,Adventure,2006,84,R,6.5,66,"177,705"
782,Excalibur,Adventure,1981,140,PG,7.3,56,"65,907"
783,Man on Fire,Action,2004,146,R,7.7,47,"382,816"
784,Hamilton,Biography,2020,160,PG-13,8.3,88,"108,704"
785,The Curious Case of Benjamin Button,Drama,2008,166,PG-13,7.8,70,"684,086"
786,Daddy's Home 2,Comedy,2017,100,PG-13,6,30,"80,407"
787,Knights of the Zodiac,Action,2023,112,PG-13,4.4,35,"10,364"
788,True Romance,Crime,1993,119,R,7.9,59,"238,601"
789,Baywatch,Action,2017,116,R,5.5,37,"198,502"
790,Romeo + Juliet,Drama,1996,120,PG-13,6.7,60,"240,864"
791,Lady Chatterley's Lover,Drama,2022,126,R,6.6,67,"21,599"
792,Split,Horror,2016,117,PG-13,7.3,63,"536,496"
793,Serendipity,Comedy,2001,90,PG-13,6.8,52,"119,296"
794,Grease,Comedy,1978,110,PG,7.2,70,"294,710"
795,Airplane!,Comedy,1980,88,PG,7.7,78,"255,318"
796,Dirty Dancing,Drama,1987,100,PG-13,7,65,"250,113"
797,Twisters,Action,2024,N/A,,,,N/A
798,The Lost Boys,Comedy,1987,97,R,7.2,63,"157,861"
799,Doctor Sleep,Drama,2019,152,R,7.3,59,"213,417"
800,1408,Fantasy,2007,104,PG-13,6.8,64,"289,376"
801,Atonement,Drama,2007,123,R,7.8,85,"294,551"
802,The Virgin Suicides,Drama,1999,97,R,7.2,77,"165,486"
803,The End We Start From,Drama,2023,102,R,6.7,66,278
804,Margaux,Horror,2022,104,R,4.5,,"3,095"
805,King Kong,Action,2005,187,PG-13,7.2,81,"440,810"
806,Single All the Way,Comedy,2021,99,TV-PG,6.2,49,"18,809"
